Gene	PL_Un1_IN	PL_Un2_IN	PL_Un3_IN	PL_Un1_FL	PL_Un2_FL	PL_Un3_FL	PL_Az1_IN	PL_Az2_IN	PL_Az3_IN	PL_Az1_FL	PL_Az2_FL	PL_Az3_FL	PL_log2OR	PL_rawpval	PL_Padj
PA14_42440,PA14_42450,PA14_42460,PA14_42470,PA14_42480,PA14_42490,PA14_42500,PA14_42510,PA14_42520,PA14_42530,PA14_42540,PA14_42550	21	29	26	34	30	65	28	29	39	9	32	13	1.53958084771294	9.41531685302684e-07	1.76351362372154e-05
PA14_30240	68	60	78	15	16	19	57	42	33	33	22	20	-1.23629444048912	9.83224315573324e-05	0.00126662426535622
PA14sr_093	0	0	0	3	6	7	0	0	0	3	2	1	1.3112016882943	0.631428504918305	1
PA14_68470	20	15	18	58	56	14	10	9	3	23	26	9	-0.0734013929084343	0.982979003742903	1
PA14_59630	0	0	0	0	0	0	0	2	0	0	0	0	0.362570079384708	0.843525869092694	1
PA14_00660,PA14_00670	11	2	8	0	0	0	5	3	15	0	0	0	0.10241843250847	0.93663480739856	1
PA14_71090	0	0	0	31	22	17	0	0	0	5	13	2	1.94093815856589	0.241126516584052	0.928613153684873
PA14_14680	104	115	50	22	4	25	135	160	108	21	36	33	-0.186701894064456	0.568088827486792	1
PA14_51450,PA14_51460,PA14_51470	191	123	120	5	2	8	122	86	183	14	12	17	-1.56278616230519	0.000233455698634725	0.00270459087414289
PA14_00210	42	24	26	88	49	74	37	29	56	65	63	161	0.0654072714980378	0.854694747586956	1
PA14_61610,PA14_61620,PA14_61640	1	1	0	0	0	0	0	1	1	0	0	0	0	1	1
PA14_64460	0	0	0	12	12	14	0	0	0	9	4	1	1.58129928663057	0.410667992361822	1
PA14_17030,PA14_17040	21	25	12	0	0	0	21	60	20	0	0	0	0.651239687561107	0.906099562092762	1
PA14_69910	336	339	82	0	0	0	198	310	218	0	0	0	0.143414498726797	0.898849693696876	1
PA14_00240	37	39	18	0	0	0	29	29	13	0	1	0	-0.415435411795818	0.73148547127922	1
PA14_72760	0	0	0	3	6	2	0	0	0	2	1	4	0.584962500721156	0.670726122566766	1
PA14_21520	8	5	6	0	0	0	6	7	34	0	0	0	0.752340820053122	0.865255126529931	1
PA14_18630	0	0	0	461	348	309	0	0	0	308	441	26	0.918560315233185	0.690910974980134	1
PA14_51040,PA14_51050	14	7	3	0	0	0	5	1	2	0	0	0	-1.52499771173121	0.518296226098215	1
PA14_57140,PA14_57160	13	15	15	0	0	0	2	1	21	0	0	0	-1.45706766607726	0.427134967740645	1
PA14_66820,PA14_66830	5	3	2	8	12	4	1	5	5	5	7	5	0.518137680598627	0.712980877992957	1
PA14_33360	0	0	0	3	1	0	0	0	0	3	1	0	0	1	1
PA14_48170,PA14_48190	4	3	0	0	0	0	2	3	1	0	0	0	-0.362570079384708	0.816731561544355	1
PA14_43140	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PA14_01270	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
PA14_56070	36	30	25	156	92	418	19	22	16	149	137	45	-0.145788347232783	0.617293546231932	1
PA14_19010,PA14_19020	0	0	0	70	34	21	0	0	0	29	36	27	0.256439872278888	0.826596030340398	1
PA14_49970	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
PA14_25970	6	8	6	0	0	0	1	8	4	0	0	0	-0.857980995127572	0.840224724104714	1
PA14_68870	126	99	52	0	0	0	107	105	20	0	0	0	-0.477092429280279	0.681614131254087	1
PA14_71760,PA14_71780	75	92	62	0	0	0	89	104	39	0	0	0	-0.0764408035694306	0.948284893836869	1
PA14_26880	19	18	6	0	0	0	3	7	4	0	0	0	-1.44838944784571	0.481727491282387	1
PA14_05360,PA14_05380,PA14_05390,PA14_05400,PA14_05410,PA14_05420,PA14_05430	381	376	276	0	0	0	251	275	221	0	0	0	-0.457322513960034	0.697179123152539	1
PA14_52550	140	138	121	4125	2384	4084	220	128	147	4545	3320	1639	0.481905304322219	5.75524285917938e-07	1.10710651487052e-05
PA14_21230	108	107	44	33	5	30	58	89	62	72	57	20	-1.48504287544778	1.02297673706103e-09	2.94183310142702e-08
PA14_38970,PA14_38990,PA14_39000	0	1	2	0	0	0	78	67	78	0	0	0	5.81446379913046	2.18683883737711e-08	5.10322145083003e-07
PA14_35470	1	1	3	6	7	6	0	0	1	12	5	3	-0.386801334945001	0.753211031281157	1
PA14_49380,PA14_49390	18	4	3	0	0	0	12	17	0	0	0	0	0.0508811690021842	0.96694625562557	1
PA14_38850	0	0	0	0	0	0	6	4	22	0	0	0	2.84903519018443	0.134715673676147	0.607821747949272
PA14_04820	0	0	0	6	8	1	0	0	0	2	5	0	0.820450579669287	0.925781140347364	1
PA14_15350	400	345	267	6	3	9	308	323	215	2	4	2	0.903673620956856	0.204006720452351	0.830054156772763
PA14_16560,PA14_16580,PA14_16590,PA14_16600,PA14_16610,PA14_16620	348	268	194	0	0	0	183	166	381	0	0	0	-0.212256436586283	0.851267827339889	1
PA14_50340,PA14_50360,PA14_50380,PA14_50410,PA14_50420,PA14_50430	0	0	0	0	0	0	1	10	1	0	0	0	1.13750352374994	0.839828368750052	1
PA14_00010,PA14_00020	2358	1844	626	0	0	0	1599	2108	1306	0	0	0	0.218562424216679	0.848996295145682	1
PA14_67470,PA14_67490	27	24	13	0	0	0	19	30	40	0	0	0	0.434510944309268	0.708728194585564	1
PA14_23580	0	0	0	1855	947	3737	0	0	0	1744	1830	120	0.636005796068816	0.881027524620713	1
PA14_66310	19	19	7	0	0	0	3	3	2	0	0	0	-2.36186684025751	0.171826708393411	0.736732889753074
PA14_58820,PA14_58830	12	15	11	0	0	0	10	11	24	0	0	0	0.129472040841309	0.914926176224563	1
PA14_01830	0	0	0	0	3	2	0	0	0	1	6	16	-1.35729513734403	0.634955666102488	1
PA14_53670	6	10	8	5	6	5	4	2	13	3	1	1	1.1871376796773	0.287225016518247	1
PA14_40440,PA14_40450	37	31	15	0	0	0	14	18	2	0	0	0	-1.5364658665297	0.40672156262208	1
PA14_04730	5	3	3	0	0	0	67	67	5	0	0	0	2.51301742081946	0.082942562386306	0.431907470012522
PA14_66900,PA14_66910,PA14_66920	27	21	18	0	0	0	24	23	9	0	0	0	-0.328925154009334	0.785490125664068	1
PA14_27800,PA14_27810	2	0	2	0	0	0	1	1	1	0	0	0	-0.691877704637668	0.696727423660661	1
PA14_58270	5	4	0	0	0	0	8	8	12	0	0	0	1.47393118833241	0.489836418690567	1
PA14_31160,PA14_31170	40	45	22	1	4	1	13	21	10	2	0	0	-0.664535503917328	0.723602642705658	1
PA14_23560	52	28	15	33835	16919	21354	39	27	112	25064	19595	5381	1.62737066043767	1.43427156251318e-28	1.23738519347728e-26
PA14_72340	34	24	5	4	6	6	52	74	7	17	9	5	-0.125734527036584	0.943167076095406	1
PA14_05990	8	5	4	0	0	0	1	3	1	0	0	0	-1.75267567725487	0.452023451064406	1
PA14_06270,PA14_06280	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1
PA14_08310,PA14_08320	2	0	1	0	0	0	3	6	2	0	0	0	1.32499439793515	0.700203095409511	1
PA14_44540	5	8	3	0	0	0	4	1	3	0	0	0	-0.908207524080509	0.83162638503104	1
PA14_11270	69	40	53	26	13	55	75	57	58	61	53	51	-0.657813920369944	0.00928282489837086	0.069915879591698
PA14_09030	64	57	49	0	0	0	99	73	20	0	0	0	-0.0736239307436342	0.948905812154595	1
PA14_69900	94	58	80	0	0	0	61	62	151	0	0	0	0.124088430551104	0.914968024841531	1
PA14_28660	301	253	208	301	192	250	182	190	157	394	167	231	-0.602731176792429	5.46087129814846e-08	1.21461723326786e-06
PA14_27130	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PA14_71060	0	0	0	6	3	7	0	0	0	1	3	3	1.14244426502021	0.715099329623978	1
PA14_27590	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PA14_73150	0	0	0	22	7	10	0	0	0	6	7	12	0.48089004657347	0.691620274864815	1
PA14_62940	80	66	42	37	42	47	25	18	56	12	8	8	1.22175407253626	0.000318151899713727	0.00356605692316922
PA14_72650,PA14_72660,PA14_72690,PA14_72700,PA14_72710	1	1	5	8	13	6	1	2	2	3	3	15	-0.346483447803254	0.916964585678906	1
PA14_62410	9	10	12	0	0	0	13	8	6	0	0	0	-0.248437029620836	0.841702180676936	1
PA14_28440	191	202	104	41	23	41	87	79	336	31	34	18	0.0749678816439059	0.772896950805688	1
PA14_26620	0	0	0	4	3	3	2	2	9	5	1	8	1.57886230118474	0.324955484651237	1
PA14_62780	331	306	247	7	1	7	495	394	547	1	1	8	1.52852376236701	0.0162970701635069	0.116285109662918
PA14_35860	30	25	29	0	0	0	43	36	194	0	0	0	1.11639031557756	0.593429614393385	1
PA14_44780	8	13	2	0	0	0	4	7	21	0	0	0	0.216909590762116	0.845295404936448	1
PA14_36260	74	54	58	0	0	0	49	45	131	0	0	0	0.0909664584769598	0.937109255268915	1
PA14_54720	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PA14_55634	367	227	188	23254	14667	8725	471	416	1048	19567	19910	7124	1.36980125047066	1.46422945704521e-118	3.47388438683976e-116
PA14_55635	0	0	0	5677	3514	2198	0	0	0	5556	4577	332	0.601651516130634	0.916064496874812	1
PA14_20800	62	43	38	0	0	0	37	26	36	0	0	0	-0.511494377316599	0.991117279447937	1
PA14_55631	116	99	96	49238	62611	65100	196	87	52	28035	18858	9802	1.61115216486797	1.08495665068717e-46	1.34298764543755e-44
PA14_44270	9	4	4	0	0	0	5	4	3	0	0	0	-0.42791240412921	0.752747624512716	1
PA14_00440,PA14_00450	0	0	0	81	67	51	0	0	0	44	60	20	0.77362503021432	0.816250678787418	1
PA14_33340,PA14_33350	57	42	48	0	0	0	53	43	33	0	0	0	-0.201803223518209	0.865622868591238	1
PA14_45110	54	38	31	0	0	0	44	28	21	0	0	0	-0.43124878795861	0.719219987648949	1
PA14_23360	270	254	182	238	203	193	172	157	185	149	90	368	-0.202358150086638	0.100370731166861	0.501325388828164
PA14_60060	0	0	0	3	1	1	0	0	0	0	0	1	0.584962500721156	0.741634031648461	1
PA14_22400	0	0	0	14	6	5	0	0	0	36	45	67	-2.4428625459408	0.0889431643383449	0.456254394362645
PA14_27460	10	5	5	65	48	43	3	3	0	22	26	13	-0.135756309223485	0.842538868306382	1
PA14_50640,PA14_50650,PA14_50660,PA14_50670	397	359	258	10	9	6	277	321	243	8	7	15	-0.512325545768051	0.251417395345391	0.948060032514342
PA14_49930	3	1	1	13	9	11	3	2	1	7	9	1	1.26505357347045	0.349372738672297	1
PA14_46540,PA14_46550	44	23	23	0	0	0	19	17	51	0	0	0	-0.158667039203329	0.890044286078766	1
PA14_53910	6	7	6	0	0	0	2	0	4	0	0	0	-1.50695998871988	0.524952876787873	1
PA14_60990	29	19	21	0	0	0	16	22	6	0	0	0	-0.751688161839675	0.843641271266003	1
PA14_11690	6	4	5	32	20	88	16	13	10	49	58	61	0.869381381820103	0.0882222469386861	0.453373171542309
PA14_18300,PA14_18310,PA14_18320,PA14_18330,PA14_18340,PA14_18350,PA14_18360,PA14_18370	86	63	42	0	0	0	46	118	124	0	0	0	0.481848231050304	0.665217092372026	1
PA14_58760	4	2	10	0	0	0	2	7	13	0	0	0	0.37851162325373	0.76990074489545	1
PA14_30720	232	99	108	30029	15746	42768	388	228	79	17935	20802	11737	1.27664453743048	1.41902382278209e-48	1.83634582884573e-46
PA14_30690	34	28	12	2	2	0	9	9	15	0	0	1	-0.447740223212218	0.68630094304474	1
PA14_52190,PA14_52210	79	70	29	46	33	25	54	64	60	24	38	9	0.507254665458333	0.0673185457845201	0.368569038170247
PA14_07870	0	0	0	123	96	107	0	0	0	44	52	43	1.21911373412841	0.542111285660303	1
PA14_44300	0	0	0	11	14	15	0	0	0	11	19	6	0.259252558228992	0.831162565028683	1
PA14_49200	92	89	36	307	300	345	78	120	76	353	295	218	0.431265519897718	0.00346405464470128	0.0298853441620138
PA14_49570	35	34	21	0	0	0	20	20	15	0	0	0	-0.685736320381087	0.88471168844714	1
PA14_16800,PA14_16820	11	11	11	0	0	0	7	7	17	0	0	0	-0.211504105193712	0.864467837982113	1
PA14_44650	38	38	15	0	0	0	42	42	45	0	0	0	0.582532493340372	0.944371131974439	1
PA14_37150,PA14_37170	0	0	0	21	17	11	0	0	0	4	12	1	1.79953510247523	0.311630717859269	1
PA14_06875	1979	1604	808	2857	1387	4617	974	1238	117	1485	2210	337	-0.433939985860517	4.45639924440955e-19	2.43987858631423e-17
PA14_50610	0	0	0	3	3	3	0	0	0	1	1	1	1.58496250072116	0.628298637175921	1
PA14_40550	0	1	0	0	0	0	6	4	11	0	0	0	2.63680143224077	0.19850578248747	0.814331358417618
PA14_27140,PA14_27150	11	8	13	23	18	17	16	12	10	23	25	71	-0.580519780777463	0.184802970472735	0.777155180112078
PA14_35000	2	1	0	11	3	0	0	0	0	7	2	2	-0.230883882230088	0.866004345117327	1
PA14_00730	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1
PA14_49060	17	24	14	0	0	0	8	33	1	0	0	0	-1.02429172436768	0.671279982075499	1
PA14_42200	35	24	29	27	22	29	23	21	86	39	10	10	0.764959966901492	0.0147081334704508	0.106010268330059
PA14_05690,PA14_05700	12	14	1	8	5	4	9	10	0	7	2	3	0.184656310763801	0.807037896026205	1
PA14_60190	64	40	39	139	69	255	23	14	12	52	61	17	-0.0572230723858907	0.909940457398777	1
PA14_60490	4	1	2	1	1	5	1	2	4	2	2	6	-0.318896766956507	0.769303831319493	1
PA14_28880,PA14_28895,PA14_28910,PA14_28920	6	4	8	0	0	0	3	3	4	0	0	0	-0.808021755922441	0.880522870844539	1
PA14_44370,PA14_44380,PA14_44390,PA14_44400	198	137	74	65	59	121	450	388	533	210	177	254	0.407978129547901	0.00288395872460415	0.0254988524501491
PA14_23810	14	17	14	8	5	4	9	14	25	11	10	4	-0.673342502248255	0.303663638824007	1
PA14_61820	10	6	7	45	15	47	12	23	13	96	104	403	-1.21393823240049	0.00405924424556011	0.0337914279740048
PA14_39110	25	23	18	0	0	0	14	16	35	0	0	0	-0.130898838764606	0.911594406447137	1
PA14_31370	134	115	52	0	0	0	54	44	69	0	0	0	-0.719981308442452	0.844117035246413	1
PA14_17110	164	139	100	0	0	0	159	186	204	0	0	0	0.456951134129668	0.695123670737735	1
PA14_14310	7	7	4	0	0	0	16	9	7	0	0	0	0.781327573181971	0.860296700408468	1
PA14_07550	46	48	49	0	0	0	69	51	97	0	0	0	0.545014607503935	0.966070021388094	1
PA14_49440	28	41	18	0	0	0	39	47	49	0	0	0	0.679701236316965	0.880711125894528	1
PA14_15960	69	65	20	0	0	0	51	52	25	0	0	0	-0.148534272991586	0.900890339536021	1
PA14sr_026	95	92	82	91	87	46	57	88	17	97	82	469	-1.53348253583607	5.71400243047462e-22	3.8732773618003e-20
PA14sr_027	4276	1396	30275	0	0	0	5918	3569	466	0	0	0	-0.358828797946272	0.699015348881897	1
PA14_12440,PA14_12450,PA14_12470	30	12	10	0	0	0	11	9	8	0	0	0	-0.715492135695093	0.881278693342694	1
PA14sr_021	0	0	0	7	7	1	0	0	0	8	2	0	0.524583793480999	0.713009431342178	1
PA14_16790	9	5	0	0	0	0	4	5	0	0	0	0	-0.440572591385981	0.760962456642121	1
PA14sr_023	0	0	0	15	11	7	0	0	0	6	6	2	1.29991883367425	0.578364956309717	1
PA14_17660	13	14	0	0	0	0	5	9	1	0	0	0	-0.763559804177919	0.926997906674239	1
PA14_60445	65	50	28	35	28	32	35	56	121	46	82	25	-0.245006816643781	0.325750066434559	1
PA14sr_028	21	12	4	0	0	0	6	13	31	0	0	0	0.257550228844937	0.808546455733404	1
PA14_65250	76	59	71	0	0	0	120	97	145	0	0	0	0.799699221560733	0.797095446394908	1
PA14_07050	0	1	3	0	0	0	0	0	1	0	0	0	-0.584962500721156	0.741634031648461	1
PA14_07780,PA14_07790,PA14_07800	30	27	23	0	0	0	22	32	13	0	0	0	-0.331690143129405	0.782331672512949	1
PA14_12980	458	352	248	0	0	0	135	165	209	0	0	0	-0.991308321575918	0.666337083177771	1
PA14_06500	1	2	0	1	1	1	1	0	0	0	1	3	-0.899071091149219	0.974035653666772	1
PA14_54240	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PA14_43720	27	17	11	0	0	0	10	8	15	0	0	0	-0.655799182220835	0.911519753152346	1
PA14_15410,PA14_15420,PA14_15430	11	12	2	0	0	0	11	3	9	0	0	0	0.00987165105485813	0.9932404853688	1
PA14_41330	33	55	53	65455	23816	59188	49	60	91	50717	38169	3737	1.40538923620337	1.38263574138119e-29	1.23011373616008e-27
PA14_47610	0	0	0	6	4	7	0	0	0	4	3	4	0.605901838413519	0.994037124427711	1
PA14_68050	0	1	1	0	0	0	0	2	6	0	0	0	1.23053176614646	0.797878562807709	1
PA14_37820	1	2	1	0	0	0	1	7	7	0	0	0	1.57671850662625	0.574343002668788	1
PA14sr_150	8	6	3	2	1	0	0	1	0	0	0	1	-2.04439411935845	0.37380794656148	1
PA14_40790	4	4	3	0	0	0	2	4	4	0	0	0	-0.17236404689373	0.902232367866365	1
PA14sr_152	3	3	3	0	0	0	0	0	0	0	0	0	-1.58496250072116	0.628298637175921	1
PA14sr_153	0	0	0	2	16	2	0	0	0	2	4	0	1.03024628686812	0.814505616597925	1
PA14_68260,PA14_68280,PA14_68290	27	15	19	41	56	19	7	12	53	26	27	110	-0.591107457366864	0.109347545641545	0.527648241426235
PA14sr_156	0	0	0	26	22	26	0	0	0	15	18	12	0.723063546742681	0.863471662649615	1
PA14_37745,PA14_37760,PA14_37770,PA14_37780	1	2	3	0	0	0	1	1	0	0	0	0	-0.899071091149219	0.974035653666772	1
PA14_57010,PA14_57020	325	259	221	90	66	532	234	213	73	41	36	31	1.20400879965271	5.60128823376346e-12	1.81214404562779e-10
PA14_56540	19	23	15	0	0	0	17	20	8	0	0	0	-0.410889066214319	0.73695500127391	1
PA14_30050	21	13	14	15	4	34	7	22	22	7	10	9	0.894719437879871	0.0666530680244328	0.36562867950975
PA14_33880	13	10	3	7	4	4	6	8	15	8	7	27	-0.999840766299215	0.182655725965164	0.770401261959736
PA14_41440	3	5	2	8	6	11	9	2	6	1	8	6	1.39340419875549	0.070309209769376	0.379829829626971
PA14_61000	0	0	0	0	0	0	1	0	2	0	0	1	0.362570079384708	0.843525869092694	1
PA14_50940	71	57	56	0	0	0	70	51	110	0	0	0	0.254345087538583	0.828307557679568	1
PA14_64930,PA14_64940	13	9	5	34	35	36	5	6	3	16	20	54	-0.344959657053979	0.638570327177257	1
PA14_70870	55427	46652	24856	158	111	85	37254	12212	2951	106	83	17	-0.595155179022858	2.56543896582729e-06	4.48086180104926e-05
PA14_59600	4	6	4	0	0	0	1	4	6	0	0	0	-0.525091044743757	0.698475009671284	1
PA14_66670	110	82	55	0	0	0	67	58	267	0	0	0	0.238759651997897	0.825510230312423	1
PA14_35730	51	32	17	25	18	8	31	21	26	20	23	20	-0.661737552476709	0.0831814808390642	0.432149043702219
PA14_01460	13	6	7	0	0	0	8	3	10	0	0	0	-0.367011958415666	0.773430063028976	1
PA14_58650	101	80	53	7	3	7	51	52	22	1	5	11	-0.964122360989249	0.104465194918041	0.511331284900956
PA14_70950,PA14_70970	1	0	0	0	0	0	1	3	2	0	0	0	0.899071091149219	0.974035653666771	1
PA14_25560	76	72	80	0	0	0	69	72	111	0	0	0	0.110121035522067	0.925907009418111	1
PA14_00110	1	0	0	0	0	0	5	10	1	0	0	0	1.86326366320826	0.463900975617673	1
PA14_23680	5	3	4	5	3	18	1	1	4	2	1	2	1.22001467866244	0.327509871862817	1
PA14_50570,PA14_50590	8	10	4	15	14	9	11	11	11	10	8	2	1.48249467847615	0.0126510699072769	0.0930687235814401
PA14_42020	13	18	11	10	2	6	12	10	13	5	1	3	0.906461600202232	0.286872697439077	1
PA14_47320,PA14_47330,PA14_47340,PA14_47350	89	106	36	0	0	0	60	50	76	0	0	0	-0.191177286151633	0.86617526938264	1
PA14_62580,PA14_62590,PA14_62600	9	3	0	0	0	0	3	7	23	0	0	0	0.853031947253849	0.793317105879834	1
PA14_46920,PA14_46930,PA14_46950	2	2	3	33	48	41	2	2	5	39	32	42	0.426443125364406	0.759378040763359	1
PA14_70470	103	76	122	0	0	0	148	140	186	0	0	0	0.668881457272438	0.881086423434989	1
PA14_00590	0	0	0	7	6	4	2	9	8	10	8	5	2.08915913191124	0.0652291931895037	0.360116381120651
PA14_54390	169	147	195	140	97	201	103	123	218	93	147	85	0.240545648936618	0.0931409846117895	0.475427050849702
PA14_NovelOrf_005,PA14_13940	19	19	12	0	0	0	24	13	13	0	0	0	-0.0289528635241131	0.981120586558368	1
PA14_17060	151	116	108	677	446	1471	199	149	170	827	1003	1931	-0.0972986009359547	0.373869040767984	1
PA14_21730	0	0	0	54	40	30	0	0	0	203	179	151	-2.12787890363294	0.153202043293611	0.676226693421567
PA14_12360	0	0	0	6	7	1	0	0	0	2	9	8	-0.402499612613449	0.741081002408721	1
PA14_39390	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PA14_54860	2	0	1	0	0	0	2	0	0	0	0	0	0	1	1
PA14_23970,PA14_23980	1581	1301	752	22	16	15	1138	1206	7036	16	17	23	0.586132028041085	0.0349796455035619	0.220813859753084
PA14_62270,PA14_62280,PA14_62290,PA14_62300,PA14_62330	19	23	15	11	17	6	15	16	26	2	12	3	0.882251701768112	0.126217578070115	0.585246652712732
PA14_03250,PA14_03265	23	21	23	0	0	0	14	17	6	0	0	0	-0.925522289311709	0.737645880315403	1
PA14_66410	24	15	10	30	17	6	21	21	10	25	16	74	-0.483272940894818	0.227603513180769	0.898733983392024
PA14_65670	11	22	8	0	0	0	9	14	54	0	0	0	0.429344893925833	0.700253141971445	1
PA14_00200	17	6	11	0	0	0	16	6	15	0	0	0	0.120924782259606	0.923543646687929	1
PA14_59620	1	1	0	0	0	0	6	1	7	0	0	0	1.80983591156136	0.494371672095398	1
PA14_52160	0	0	0	16	33	26	0	0	0	18	25	16	0.308319281691412	0.798659154510013	1
PA14_66875	22	19	13	44	20	77	18	15	6	37	35	0	0.034405148679544	0.923446732218704	1
PA14_66890	0	0	0	111	88	99	0	0	0	90	70	102	0.195884531935838	0.868668170814832	1
PA14_24100	5	1	4	0	0	0	8	5	6	0	0	0	1.0667690122127	0.738785114181356	1
PA14_21880	19	21	26	0	0	0	62	55	700	0	0	0	2.17668394664439	0.130449224755753	0.598049827503428
PA14_19950	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
PA14_51380,PA14_51390,PA14_51410,PA14_51420,PA14_51430	223	154	169	0	0	0	143	140	246	0	0	0	-0.077435635775647	0.947080201033971	1
PA14_59390	90	50	34	59	24	62	37	35	63	39	48	221	-0.999924031451434	3.39681989871389e-05	0.00050156496970962
PA14_08620,PA14_08630,PA14_08640	297	283	163	338	181	317	277	316	186	759	541	182	-0.759123290443182	1.73648768210923e-15	6.96307102952814e-14
PA14_12560	8	11	12	0	0	0	19	9	16	0	0	0	0.442184379316118	0.717546222958296	1
PA14_51840	14	9	13	50	31	41	15	8	46	52	56	15	1.01846435923415	0.00317879614270601	0.0276759407286973
PA14_43170	7	6	9	0	0	0	3	6	28	0	0	0	0.168388521918757	0.889977630989353	1
PA14_33370	0	0	0	333	251	305	0	0	0	207	262	37	0.994184101430257	0.649984033870561	1
PA14_70180,PA14_70190	306	245	194	154	70	364	599	437	752	641	580	410	-0.182819431043072	0.0411976886186688	0.251694891625215
PA14_25180	397	299	198	53	61	44	172	175	403	58	57	155	-0.914157601060177	6.01778458062936e-08	1.32811106209704e-06
PA14_04490,PA14_04510,PA14_04520	75	67	32	0	0	0	19	40	148	0	0	0	-0.189719176710494	0.852602913206249	1
PA14_49820,PA14_49840	12	14	19	0	0	0	19	9	24	0	0	0	0.126396845519756	0.91720266066193	1
PA14_01240	3	10	3	67	40	50	7	12	18	43	39	20	1.7290931854609	0.0001270280805597	0.00157238671892811
PA14_56000	8	4	3	0	0	0	6	9	5	0	0	0	0.467605550082997	0.720114555802613	1
PA14_18800	0	0	0	77	37	62	0	0	0	16	15	13	1.90347355020113	0.234138295489436	0.91564797700333
PA14_52010	29	37	27	0	0	0	29	40	62	0	0	0	0.420625508808375	0.721519845592732	1
PA14_37360,PA14_37370,PA14_37380	0	0	0	2	1	6	0	0	0	9	0	12	-1.13175858817088	0.745777023936596	1
PA14_04100	0	0	0	158	136	133	4	7	12	50	73	64	4.09362874592082	8.4808355674987e-09	2.08146024660938e-07
PA14_28940	5	0	5	0	0	0	1	3	2	0	0	0	-0.669175504624241	1	1
PA14_25960	0	0	0	57	27	78	0	0	0	46	49	18	0.430790208262054	0.697635500045262	1
PA14_24610	66	44	37	0	0	0	38	30	32	0	0	0	-0.516931111989914	0.987457223550331	1
PA14_73170	7	5	7	8	11	8	19	16	7	12	17	65	-0.221434196847237	0.775468816743894	1
PA14_24870	27	10	12	5960	2587	7251	14	20	0	3886	4454	86	-0.0263308034539391	0.940110986452514	1
PA14_59780	44	38	23	0	0	0	20	28	19	0	0	0	-0.608505878343296	0.931408013178322	1
PA14_39590	0	0	0	6	5	8	9	5	7	31	26	8	1.29406592811656	0.259276886063645	0.968715609741729
PA14_07910,PA14_07930	0	0	0	69	49	32	0	0	0	102	170	134	-1.41081082581189	0.42874912562311	1
PA14_19310	38	24	18	1	0	0	6	12	14	0	0	0	-1.21161727105963	0.560574612634035	1
PA14_25980	0	0	0	0	0	0	2	1	0	0	0	0	0.362570079384708	0.843525869092694	1
PA14_64950,PA14_64960,PA14_64980,PA14_64990	14	12	2	0	0	0	3	9	3	0	0	0	-0.659381054277805	0.951398116351965	1
PA14_04690	12	10	3	41	33	54	11	21	22	50	39	68	0.846364238663041	0.042470604853236	0.256717222966376
PA14_21480,PA14_21490	51	41	18	0	0	0	46	31	20	0	0	0	-0.13492627590564	0.910733786743361	1
PA14_51250,PA14_51260,PA14_51270	435	481	277	0	0	0	522	528	414	0	0	0	0.324210550553471	0.782635114107061	1
PA14_09600	4	4	1	0	0	0	2	2	0	0	0	0	-0.736965594166206	1	1
PA14_42780	20	21	17	0	0	0	19	18	3	0	0	0	-0.771048985821145	0.834624937529715	1
PA14_51440	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
PA14_66320	55	51	37	0	0	0	23	38	18	0	0	0	-0.89396527484112	0.744787082862245	1
PA14_42830	1	5	1	0	0	0	2	6	3	0	0	0	0.857811196381906	0.918851241433006	1
PA14_61280,PA14_61290	160	92	84	0	0	0	96	147	208	0	0	0	0.391927831789829	0.7293108528881	1
PA14_18070	13	6	5	57	52	73	5	14	2	148	70	86	-0.960578069469459	0.0375110483621652	0.233174573552586
PA14_53650,PA14_53660	21	9	9	0	0	0	8	11	19	0	0	0	0.00507669973111625	0.996579338795585	1
PA14_51850,PA14_51860	85	79	68	151	105	164	74	82	114	181	197	301	-0.459261711139716	0.00438868930995735	0.0359040185788752
PA14_59400	293	195	162	116	85	121	211	132	175	93	80	258	-0.565288147878107	6.48541657858455e-05	0.000891979758416919
PA14_28050	2	4	1	0	0	0	3	3	0	0	0	0	0.0459862052741804	0.976621956569703	1
PA14_27050	82	75	69	21	17	9	83	70	168	15	17	19	0.209025473910223	0.597390243692739	1
PA14_28720	382	220	241	0	0	0	272	196	104	0	0	0	-0.607775888506685	0.919369076727341	1
PA14_11430,PA14_11450,PA14_11460,PA14_11470,PA14_11480,PA14_11490	242	278	191	9	6	4	229	253	230	9	1	4	0.443391147407067	0.495628084620535	1
PA14_09195	153	102	96	29	23	19	110	137	126	25	15	60	-0.321373744640056	0.233759128656188	0.915422612495416
PA14_54220	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
