Gene	PL_Un1_IN	PL_Un2_IN	PL_Un3_IN	PL_Un1_FL	PL_Un2_FL	PL_Un3_FL	PL_Az1_IN	PL_Az2_IN	PL_Az3_IN	PL_Az1_FL	PL_Az2_FL	PL_Az3_FL	PL_log2OR	PL_rawpval	PL_Padj
PA14_NovelOrf_017,PA14_41080	1	2	2	0	0	0	3	3	10	0	0	0	1.46466826700344	0.597304258544327	1
PA14_63250	0	0	0	1829	991	3556	3	1	1	1760	1359	220	1.35987666880957	0.317189406054253	1
PA14_47150,PA14_47160,PA14_47180,PA14_47190,PA14_47210	0	0	0	0	0	0	6	2	0	0	0	0	1.23053176614646	0.797878562807709	1
PA14_02660	0	0	0	97	66	48	0	0	0	51	84	132	-0.266936568138229	0.812743792763243	1
PA14_62380	55	70	43	0	0	0	57	53	199	0	0	0	0.51340782011093	0.985250275511921	1
PA14_72920	26	25	23	68	79	69	37	45	25	57	105	94	0.320886037104261	0.244010109277513	0.931691593956329
PA14_51230	22	11	6	337394	142006	270434	15	27	27	232518	175012	28203	1.54052087303982	1.87129792509484e-10	5.66764382206916e-09
PA14_08740	71	71	98	0	0	0	101	71	174	0	0	0	0.440764158541618	0.70766498502229	1
PA14_72010,PA14_72020,PA14_72030,PA14_72040,PA14_72050	50	48	29	0	0	0	26	29	54	0	0	0	-0.251229246666048	0.827723528531409	1
PA14_12180	64	35	42	0	0	0	99	100	656	0	0	0	1.68850751981382	0.281196421182825	1
PA14_22075	15	17	15	75	54	76	5	3	24	65	78	56	-0.487111562715011	0.200750784012749	0.821174543224564
PA14_62670	3	2	2	71	42	65	1	5	7	80	46	46	0.976368280310146	0.215866263651951	0.865593313545218
PA14_26020	0	0	0	22	8	36	0	0	0	8	5	4	1.61460653250065	0.37817733078392	1
PA14_27370	114	94	55	0	0	0	243	153	1233	0	0	0	1.60700244015839	0.309647688111704	1
PA14_58050	37	33	40	101	85	86	15	7	2	35	48	14	-0.653276110347542	0.100829732966696	0.501857079993328
PA14_58630	2	3	3	16	8	21	5	2	7	14	29	3	1.15064907087791	0.0947703835257312	0.480947026555716
PA14_26750	2	0	1	0	0	0	0	0	3	0	0	0	0.218180170049533	0.896416967667313	1
PA14_11510,PA14_11520,PA14_11530	91	63	65	0	0	0	92	109	489	0	0	0	1.04498234824507	0.622373947570524	1
PA14_72320	35	62	26	0	0	0	36	51	121	0	0	0	0.551600894330327	0.960764550429847	1
PA14_05480	26	26	21	73	59	60	37	33	130	80	56	101	0.973672819548016	9.53216534863279e-05	0.00123589729131776
PA14_31430	3	5	0	0	0	0	1	6	1	0	0	0	-0.369573467122471	0.810581008532074	1
PA14_54490	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PA14_69140,PA14_69150	182	152	62	20	10	28	115	131	116	17	18	7	0.390568700658581	0.214370361837328	0.862023192303493
PA14_20970	186	116	134	0	0	0	60	88	29	0	0	0	-1.33080350418619	0.467487536646482	1
PA14_53580	10	10	8	0	0	0	11	6	3	0	0	0	-0.623364460093578	0.955925203563776	1
PA14_47560	6	9	18	0	0	0	3	7	11	0	0	0	-0.67786955751047	0.924538151269278	1
PA14_40030	0	0	0	1	0	1	0	0	0	8	3	1	-1.54124112329184	0.631071534433013	1
PA14_62490	13	11	21	129	106	170	50	26	12	238	215	227	0.140988776248598	0.69129001351818	1
PA14_11740	3	3	3	0	0	0	0	1	3	0	0	0	-0.956931278108114	0.875938927075233	1
PA14_23270,PA14_23280	75	61	59	23	26	23	98	102	158	20	26	50	0.527308302324449	0.0566013262372926	0.322287951595144
PA14_44490	208	146	40	77	53	93	202	136	43	87	110	178	-0.684366518355725	9.44610094026689e-05	0.00123362611820825
PA14_63650	0	0	0	14	11	9	0	0	0	17	11	13	-0.2688167584278	0.829082344024072	1
PA14_42570,PA14_42580,PA14_42600,PA14_42610,PA14_42620,PA14_42630,PA14_42640,PA14_42660	40	38	11	0	0	0	37	36	110	0	0	0	0.744907302092685	0.823278153288795	1
PA14_32520	13	6	8	1	4	1	4	12	3	0	1	1	0.69616458013102	0.724541923809927	1
PA14_14710	71	48	43	2	4	2	51	51	41	8	3	6	-1.23825310146173	0.0690506420336925	0.375166369980768
PA14_03880	11	23	12	57	47	49	27	18	28	26	38	44	1.16466933625981	0.000397009049063803	0.00436403383275926
PA14_58690	16	22	9	16	11	32	34	38	74	13	26	9	1.7218985249179	2.15098513442127e-07	4.50283432183629e-06
PA14_28220	18	12	8	8	11	0	12	17	11	2	12	4	0.367634726533487	0.696209395722327	1
PA14_39190	10	9	11	18	19	25	20	13	28	26	40	47	0.172767050155449	0.763767018379104	1
PA14_14390	0	0	0	99	113	157	0	0	0	69	73	87	0.666308494126861	0.88380363541173	1
PA14_49460	24	14	21	2	3	0	21	38	27	2	2	0	0.845309929057509	0.514951902159998	1
PA14_36190	0	0	0	42	38	53	0	0	0	20	30	21	0.898451908511444	0.742009728930411	1
PA14_00925,PA14_00940,PA14_00960,PA14_00970,PA14_00980	44	30	35	9	10	6	36	35	117	4	11	15	0.40582574234665	0.460678756268485	1
PA14_11120	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PA14_69580,PA14_69590	31	24	11	0	0	0	10	3	31	0	0	0	-0.789458463540836	0.79527655405866	1
PA14_60900,PA14_60920	3	19	17	23	19	24	10	8	13	68	53	10	-0.778497432817653	0.0813235359051994	0.426690090916631
PA14_24480,PA14_24490,PA14_24500,PA14_24510,PA14_24530,PA14_24550,PA14_24560	34	18	13	85	63	96	29	35	142	130	84	380	0.407347046822224	0.115983823901455	0.553108788354175
PA14_49350	72	69	32	0	0	0	48	42	150	0	0	0	0.20112319833236	0.853289851848124	1
PA14_46430,PA14_46440	37	54	36	4	5	4	10	20	6	7	5	0	-1.82075217997833	0.00753730451516191	0.0584671657214828
PA14_63300,PA14_63310,PA14_63320	1	0	0	0	0	0	11	18	7	0	0	0	3.41895254928223	0.0479764842200172	0.282793065371406
PA14_41690,PA14_41710,PA14_41730	12	8	12	50	21	68	12	9	14	53	53	8	0.604957824981625	0.133931863891416	0.606206703495805
PA14_11900	2	0	2	0	0	0	2	1	2	0	0	0	0	1	1
PA14_63030	115	79	49	0	1	11	92	73	92	15	10	29	-1.66317062603963	0.000212168137476582	0.00248577237611452
PA14_60600	12	8	14	0	0	0	5	8	0	0	0	0	-1.30944165524804	0.541126182460269	1
PA14_06580	42	23	34	31	24	32	15	15	7	70	23	29	-1.87970410552672	3.74487639516904e-08	8.52933047763701e-07
PA14_07500	90	80	14	0	0	0	33	43	29	0	0	0	-0.416061050255363	0.711310445211304	1
PA14_59240,PA14_59250,PA14_59270,PA14_59280,PA14_59290,PA14_59310,PA14_59320,PA14_59340,PA14_59350,PA14_59360	5	1	0	0	0	0	0	0	1	0	0	0	-0.84799690655495	1	1
PA14_56890	182	133	117	0	0	0	84	108	274	0	0	0	-0.0668981714839525	0.952485258415779	1
PA14_00990	418	319	316	0	0	0	349	257	458	0	0	0	-0.0135076699627024	0.99078885445659	1
PA14_38370	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PA14_15180,PA14_15190	0	1	0	0	0	0	0	0	3	0	0	0	0.584962500721156	0.741634031648461	1
PA14_49990	4	1	0	138	100	190	6	2	7	141	166	83	1.54228429432545	0.0233390012403557	0.158582664752488
PA14_44470	10	19	8	8	5	6	29	22	32	6	6	10	1.06170666570594	0.0720304396271076	0.386925776638444
PA14_50010	0	0	0	41	31	10	0	0	0	5	10	34	0.736479651808362	0.823339553051069	1
PA14_56970,PA14_56980	121	69	45	0	0	0	45	47	307	0	0	0	0.0985935573368164	0.923036275850504	1
PA14_41020	328	275	233	0	0	0	119	177	126	0	0	0	-0.98105448167691	0.677688001025825	1
PA14_30580	360	252	178	115	86	115	215	175	394	52	57	28	1.1006705975439	9.57241310254055e-13	3.20619530622741e-11
PA14_35080,PA14_35100,PA14_35110,PA14_35130	5	0	0	0	0	0	1	3	4	0	0	0	0.356430942287302	0.795101969309089	1
PA14_17570	18	13	7	13	15	7	7	13	5	7	8	0	0.55606073614004	0.439198558883138	1
PA14_31350	14	7	10	0	0	0	13	7	8	0	0	0	-0.143514487560202	0.910056314653951	1
PA14_51780,PA14_51790,PA14_51800	99	78	94	1	0	0	82	84	155	1	0	0	0.181704397107891	0.877102081252728	1
PA14_65940	25	22	19	0	0	0	12	28	1	0	0	0	-1.11242758159126	0.604897743796262	1
PA14_33120,PA14_33130,PA14_33150	29	25	18	46	37	69	38	22	8	31	28	6	0.874919381456994	0.0111335021541864	0.0831944373568732
PA14_64410	27	18	22	3	5	10	8	14	14	4	1	2	0.428041234586847	0.682324786905902	1
PA14_17270,PA14_17280	403	299	450	0	0	0	272	332	462	0	0	0	-0.123757885332759	0.915986434174859	1
PA14_60110	73	80	54	0	0	0	83	100	76	0	0	0	0.332612797928365	0.779133109990995	1
PA14_64140	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
PA14sr_133	7	5	4	0	0	0	5	0	2	0	0	0	-1.15024263558061	0.717074405898507	1
PA14_40730	12	12	7	0	0	0	12	4	6	0	0	0	-0.557394240712351	0.992283369403503	1
PA14sr_134	225	161	111	31	18	24	121	111	142	12	11	56	-0.248154696965404	0.411106827169498	1
PA14sr_135	0	0	0	27	19	16	0	0	0	15	12	7	0.893836057483241	0.765068751340777	1
PA14_07430	0	0	0	27	30	18	0	0	0	7	7	34	0.884394787633354	0.739408229741539	1
PA14sr_139	8	9	5	16	8	6	11	9	22	13	17	35	-0.188435410328126	0.852766863924533	1
PA14_63580,PA14_63605	26	23	10	0	0	0	8	9	12	0	0	0	-0.879238362064013	0.768209148953381	1
PA14_14975	5	5	9	20	19	30	2	3	6	6	7	5	1.1927753078168	0.123900022407912	0.578267809500533
PA14_03150	368	286	155	24	29	31	140	223	465	17	5	6	1.37186478295625	4.41837113146805e-07	8.79657525265003e-06
PA14_56940	1	1	3	0	0	0	6	9	3	0	0	0	1.65367525080517	0.466472221655675	1
PA14_24270	0	0	0	183	141	119	0	0	0	132	131	48	0.607821487556497	0.920679861744175	1
PA14sr_127	34	20	10	0	0	0	15	15	5	0	0	0	-0.853543279061593	0.793360814282872	1
PA14_29060	6	6	9	0	0	0	2	2	2	0	0	0	-1.77258950389693	0.418070558698683	1
PA14_49480	6	6	6	12	6	8	4	5	2	4	6	4	0.0990820891237635	0.894660902734187	1
PA14_50300	152	154	127	5	9	17	77	83	50	6	4	0	0.372283502962102	0.595370942931041	1
PA14_60700	0	0	0	0	0	0	1	0	0	0	0	2	-0.362570079384708	0.843525869092694	1
PA14_19100,PA14_19110	31	48	24	1	5	2	19	49	24	0	0	2	0.885319687749987	0.482384450217801	1
PA14_14570	43	37	29	12635	8115	8308	39	34	0	9882	10188	2368	-0.282613659622703	0.242785310294973	0.929572599847216
PA14_40130	9	6	6	0	0	0	2	8	1	0	0	0	-1.18063150728372	0.652856944465927	1
PA14_67850,PA14_67860	1	0	3	0	0	0	10	18	9	0	0	0	2.74357901162429	0.105124452085106	0.513360746288674
PA14_40640	63	56	31	38	30	12	55	25	100	30	44	82	-0.803143292266917	0.00404411923253947	0.0337642447361873
PA14_60930,PA14_60950	234	213	217	70	66	102	350	393	795	185	140	268	-0.122093420476926	0.365108178229545	1
PA14_12400,PA14_12410	51	38	45	0	0	0	73	58	89	0	0	0	0.70051054162921	0.86427485809165	1
PA14_70140	1	2	2	43	29	62	7	8	13	29	33	11	3.40016381774921	2.6808781014312e-08	6.15520964094728e-07
PA14_16020	0	0	0	8	6	5	0	0	0	4	1	4	1.15432814639129	0.689816339293851	1
PA14_16530	0	0	0	0	0	0	6	4	9	0	0	0	2.55927585705751	0.223856171766101	0.887914682660547
PA14_71410	0	0	0	2	1	6	0	0	0	1	1	0	1.23053176614646	0.797878562807709	1
PA14_13070	72	50	12	0	0	0	22	53	61	0	0	0	0.158591910634725	0.879985084256791	1
PA14_66700	1819	1223	1571	0	0	0	2942	3197	10808	0	0	0	1.49496807595956	0.374838659476529	1
PA14_07230	3	4	3	29	33	56	21	21	20	54	42	86	2.02843796278889	8.29224701403003e-05	0.00110317884340857
PA14_17350,PA14_17370,PA14_17380	45	51	16	0	0	0	17	24	0	0	0	0	-1.8091603011934	0.283246593377159	1
PA14_45120,PA14_45130	2	2	0	0	0	0	1	1	1	0	0	0	-0.691877704637668	0.696727423660661	1
PA14_60420	263	219	198	0	0	0	207	260	135	0	0	0	-0.214422717638758	0.854972328312499	1
PA14_40230,PA14_40240,PA14_40250,PA14_40260	46	33	38	9	14	4	18	23	2	1	1	2	1.33281342169795	0.0942037701465434	0.478925238584302
PA14_29320	2	1	1	0	0	0	0	0	2	0	0	0	0	1	1
PA14_42390	12	7	14	0	0	0	8	5	29	0	0	0	0.0091784534429673	0.994047703769266	1
PA14_65640	19	12	4	0	0	0	11	15	3	0	0	0	-0.281833951543907	0.825307206219667	1
PA14_55820,PA14_55840,PA14_55850,PA14_55860,PA14_55880,PA14_55890,PA14_55900,PA14_55920,PA14_55930	61	36	27	0	0	0	52	67	31	0	0	0	0.280180944689893	0.81275905044978	1
PA14_03710	16	6	0	3	2	0	8	5	2	0	1	2	0.514573172829758	0.957507578348111	1
PA14_47650,PA14_47660,PA14_47670,PA14_47680,PA14_47690,PA14_47720,PA14_47730,PA14_47750,PA14_47760,PA14_47790	14	13	15	0	0	0	27	22	19	0	0	0	0.67850082413855	0.893917972442003	1
PA14_50270	40	34	18	1	1	3	39	23	51	8	5	3	-1.30851889787641	0.0813813555910539	0.426690090916631
PA14_12100	18	14	12	267	250	201	24	8	33	194	241	1355	-0.188113369294459	0.590424167733627	1
PA14_41350	53	44	22	93	68	22	35	50	132	33	61	4	1.17056037887544	2.48355402688575e-06	4.36461624354551e-05
PA14_30360	32	11	20	0	0	0	15	27	4	0	0	0	-0.58058239224031	0.953414352725684	1
PA14_44900,PA14_44910,PA14_44920,PA14_44930	66	46	26	0	0	0	26	39	25	0	0	0	-0.524702494455037	0.983154632741554	1
PA14_30590,PA14_30600	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PA14_61260	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PA14_46370	22	18	29	22	21	18	12	17	1	5	10	4	0.57656423183399	0.325464721623522	1
PA14_40860	0	0	0	175	131	315	0	0	0	44	87	84	1.43427202687577	0.414550184351433	1
PA14_68820	12	5	7	0	0	0	14	17	13	0	0	0	0.913686157117372	0.760843721696127	1
PA14_59610	16	6	6	0	0	0	6	5	6	0	0	0	-0.550166774159498	0.666571164694485	1
PA14_01710	0	0	0	94	94	195	0	0	0	91	87	45	0.666506406600691	0.878633675442534	1
PA14_34660	3	1	1	19	12	8	0	0	0	6	8	0	0.84237783405379	0.764200840233659	1
PA14_08400	31	22	3	25	29	7	22	14	20	8	16	6	0.984781130553894	0.0339841037930954	0.215484952113458
PA14_15850	0	0	0	1	6	2	0	0	0	2	1	0	0.832890014164742	0.956184880194102	1
PA14_29250	0	0	0	32	12	38	0	0	0	14	10	13	0.982048357668275	0.703515094476384	1
PA14_24690	20	16	24	0	0	0	7	18	0	0	0	0	-1.3778742094594	0.45683837077415	1
PA14_70890	388	206	150	22822	14637	8454	504	458	1029	19225	19664	7143	1.46859510747751	2.15606428836418e-132	1.0230525048288e-129
PA14_25050	16	13	2	0	0	0	5	8	5	0	0	0	-0.404113850242607	0.742043693388784	1
PA14_70780	166	132	66	0	0	0	102	112	265	0	0	0	0.271330804785347	0.805431013445458	1
PA14_54680,PA14_54690	0	0	0	38	26	17	0	0	0	31	36	0	0.771957534290726	0.820339087056642	1
PA14_21000	297	248	153	0	0	0	119	121	503	0	0	0	-0.228698348388341	0.829712273503628	1
PA14_12070	462	484	216	0	0	0	193	375	194	0	0	0	-0.57639856409247	0.939842893630686	1
PA14_12490	19	16	4	0	0	0	12	7	6	0	0	0	-0.437793413346549	0.724318077544423	1
PA14_18860	13	15	28	40	40	68	8	7	52	17	17	10	1.93854357548122	7.47177295786019e-08	1.61152557659303e-06
PA14_04610	0	0	0	7	5	8	0	0	0	21	18	13	-1.34560808730599	0.517240293026971	1
PA14_41280,PA14_41290	9	9	8	0	0	0	9	18	12	0	0	0	0.523938034836977	0.674114386578023	1
PA14_21260	14	17	15	1222	837	893	10	21	5	1297	1406	2086	-1.00270682811217	0.00182069794151687	0.0171073499653417
PA14_67720	2	2	5	31	13	51	5	6	1	23	59	262	-0.78541867641176	0.250320062726108	0.946429241143731
PA14_42700	12	11	12	0	0	0	9	5	0	0	0	0	-1.39344468685831	0.50666491166982	1
PA14_49020	11	6	4	6	3	2	34	31	22	3	5	2	2.24300270101173	0.00373314254238146	0.0317261397557015
PA14_28580,PA14_28590	106	123	37	84	84	52	23	58	16	49	59	66	-1.05067178842528	6.82679507246506e-06	0.000111062203264617
PA14_33060	1	2	1	0	0	0	1	0	1	0	0	0	-0.362570079384708	0.843525869092694	1
PA14_21790	21	7	3	0	0	0	1	6	0	0	0	0	-1.59807800051141	0.455103122208512	1
PA14_50080,PA14_50100,PA14_50110,PA14_50130,PA14_50140,PA14_50160	147	139	81	6	13	7	144	90	93	1	9	4	0.616097245788849	0.267205006004353	0.984138220673502
PA14_04290	0	0	0	34	16	36	0	0	0	15	25	6	0.875894964720836	0.747628098061993	1
PA14_66120	71	68	78	11	13	7	33	23	66	5	3	8	-0.0106014118914811	0.98284241778191	1
PA14_53420,PA14_53430	238	175	139	30	19	42	200	160	327	50	41	63	-0.382156633987491	0.0687858673625825	0.374442379314096
PA14_30810	9	13	9	0	0	0	12	9	6	0	0	0	-0.226761914665215	0.856741566931302	1
PA14_25630	63	40	40	23	15	16	98	88	261	49	50	123	-0.420075804703514	0.136860084094025	0.615546065427629
PA14_22440	0	0	0	48	54	23	0	0	0	8	20	11	1.62328586504953	0.351320457247292	1
PA14_04050	60	76	67	0	0	0	60	52	36	0	0	0	-0.473685301293503	0.68791985186885	1
PA14_72230	3	6	4	0	0	0	7	4	9	0	0	0	0.57705730263581	1	1
PA14_15920	83	72	36	0	0	0	37	46	60	0	0	0	-0.343189019597062	0.765113510996345	1
PA14_22110	2	0	0	0	0	0	1	0	0	0	0	0	-0.362570079384708	0.843525869092694	1
PA14_21310	0	0	0	125	113	118	0	0	0	94	108	39	0.651750658738522	0.891164429670131	1
PA14_67830	47	48	44	26	28	8	27	31	25	14	25	16	-0.591824585449707	0.0992027532620206	0.497236335452417
PA14_28810	257	195	163	0	0	0	181	119	91	0	0	0	-0.684708212472502	0.870001267037876	1
PA14_21640	2	0	1	0	0	0	1	1	0	0	0	0	-0.362570079384708	0.843525869092694	1
PA14_46170	3	2	2	0	0	0	0	1	3	0	0	0	-0.576297639594029	0.712609077464538	1
PA14_23240	9	15	9	0	0	0	12	14	1	0	0	0	-0.621049485598347	0.950240023368093	1
PA14_72790,PA14_72800	12	12	3	0	0	0	10	8	20	0	0	0	0.439308490067231	0.704083193721501	1
PA14_23790	7	10	9	31	32	39	2	3	4	30	30	22	-1.178835456112	0.0664695474539698	0.365325871817475
PA14_43840,PA14_43850	110	70	20	40	28	24	36	28	13	8	4	3	1.2784003440519	0.00490148145726784	0.0395312116397777
PA14_61580,PA14_61590	22	12	9	4	6	5	11	8	6	16	12	15	-2.27579050994055	9.55031275342141e-05	0.00123589729131776
PA14_02450,PA14_02460,PA14_02470	73	58	36	9	5	30	55	55	260	27	24	45	-0.0115332041172623	0.964197252306822	1
PA14_18660	26	20	14	37	31	21	13	27	11	52	53	92	-1.24342255693931	0.000217935120048686	0.00254287412614184
PA14_15490,PA14_15500	54	71	45	7	6	1	39	54	78	2	3	4	0.492343511947169	0.613443185689328	1
PA14_59120	1	2	0	0	0	0	0	0	2	0	0	0	0	1	1
PA14_69240	22	20	16	0	0	0	48	31	53	0	0	0	1.13740652011815	0.598846490226972	1
PA14_09200	46	38	45	0	0	0	78	58	62	0	0	0	0.610457390438896	0.923818336768153	1
PA14_51820	71	73	48	0	0	0	133	145	190	0	0	0	1.25811579579765	0.514632351407608	1
PA14_09750	0	0	0	160	100	70	0	0	0	66	63	69	0.63647694060907	0.90275259271058	1
PA14_16840	0	0	0	24	39	25	0	0	0	18	22	66	-0.0344669788311396	0.976061808554032	1
PA14_46070,PA14_46080,PA14_46100	7	4	0	0	0	0	1	0	9	0	0	0	-0.448381268861918	0.69917989380943	1
PA14_08330	0	0	0	518	462	321	0	0	0	379	326	1132	-0.222705141836682	0.84070144814301	1
PA14_52320	0	0	0	97296	39449	38850	0	0	0	54366	46441	1644	1.13240884556742	0.541886264093273	1
PA14_15890,PA14_15910	19	13	14	0	0	0	6	12	9	0	0	0	-0.765412281693247	0.848555023288291	1
PA14_20300,PA14_20320,PA14_20330,PA14_20350,PA14_20360,PA14_20370,PA14_20380,PA14_20390,PA14_20400,PA14_20420,PA14_20430	15	11	5	0	0	0	2	7	2	0	0	0	-1.48395838985366	0.492851627916594	1
PA14_19390	18	12	10	6	5	1	15	15	5	3	3	0	0.657988147022727	0.545304373483947	1
PA14_36760,PA14_36770,PA14_36780,PA14_36790,PA14_36810,PA14_36820	1	3	1	0	0	0	0	1	0	0	0	0	-0.584962500721156	0.741634031648461	1
PA14_62710	67	65	22	284	190	496	40	70	31	328	360	615	-0.656844632753685	0.000429812001915045	0.00468840907836066
PA14_62920,PA14_62930	62	43	50	0	0	0	91	93	67	0	0	0	0.688562486675252	0.87073807768832	1
PA14_62240	0	0	0	194	180	99	0	0	0	111	111	12	1.32592244060745	0.466390929366941	1
PA14_05010	4	2	2	0	0	0	6	5	10	0	0	0	1.34146828128301	0.592783100954782	1
PA14_14630,PA14_14650	89	87	63	452	291	472	147	119	152	702	585	1981	-0.379117167766935	0.00341496325937339	0.0295513689952463
PA14_50860,PA14_50870	39	35	23	0	0	0	45	23	87	0	0	0	0.438483571321645	0.698489525248494	1
PA14_28320	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PA14_27180	28	22	9	208	210	185	24	18	42	178	187	92	0.907409242631046	0.000341089577188606	0.00379328916506235
PA14_13260,PA14_13280	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
PA14_12420,PA14_12430	169	148	100	9	9	8	109	135	145	15	11	11	-0.62206815788064	0.126592313776478	0.586029784262818
PA14_10490,PA14_10500	577	467	410	90	66	132	407	383	423	187	67	71	-0.421155983776811	0.00106348950842137	0.0105130369113738
PA14_48780,PA14_48790	596	513	384	21	27	21	636	574	1527	6	14	0	2.12174892764039	4.36393318139689e-12	1.4280595134985e-10
PA14_19400	1	5	2	0	0	0	5	3	6	0	0	0	0.886343218204433	0.850201112505876	1
PA14_29100,PA14_29110	8	0	5	8	3	5	0	2	3	8	0	1	-0.444522939242769	0.847592411353286	1
PA14_02130,PA14_02140,PA14_02150	64	56	43	0	0	0	44	54	108	0	0	0	0.220592283061481	0.848078663993489	1
PA14_51220	276	223	183	19	14	22	394	355	1117	27	24	79	0.293990725659892	0.266435010332134	0.983839785234223
PA14_62390	61	37	59	283	249	147	70	56	188	260	225	263	0.635413064211749	0.000150161811416244	0.00181919437064701
PA14_26580	0	0	0	120	57	138	0	0	0	74	130	19	0.588561164877834	0.926792098528013	1
PA14_72485	8081	4580	5396	4	7	3	3345	5990	9065	2	7	3	0.334237015419629	0.699990992837292	1
PA14_72480	0	0	0	12	4	6	0	0	1	9	4	21	-0.425159036216238	0.731090251528531	1
PA14_08750	17	6	13	2936	1970	2820	21	20	16	7070	5085	8007	-0.705609852637	0.0277457080158703	0.18098928648303
PA14_56200	7	6	9	2	5	9	6	4	4	4	4	2	-0.130985312175967	0.870849164140588	1
PA14_22060	141	119	31	0	0	0	58	113	123	0	0	0	0.147053136728363	0.891764995416822	1
PA14_63820	102	102	99	0	0	0	143	81	25	0	0	0	-0.526181031559738	0.9756351995548	1
PA14_16870,PA14_16880,PA14_16890,PA14_16910	68	55	45	0	0	0	63	84	187	0	0	0	0.77277775561818	0.808409407776325	1
PA14_10530,PA14_10540	707	545	412	2	5	5	413	570	977	6	2	5	0.124572223025779	0.98005402415112	1
PA14_26760	13	16	3	0	0	0	15	12	18	0	0	0	0.617002766879835	0.938521189762824	1
PA14_37580	2	3	0	0	0	0	3	1	1	0	0	0	-0.293196376344046	0.855695924508359	1
PA14_63280	72	58	53	4	3	6	73	36	31	6	6	0	-0.439399181055052	0.598874981110149	1
PA14_11630,PA14_11650	0	0	0	0	0	0	26	20	36	0	0	0	4.69804937558514	0.00060803519652913	0.006364250751906
PA14_58510	3	1	1	0	0	0	1	1	1	0	0	0	-0.584962500721156	0.741634031648461	1
PA14_62800	41	43	69	55677	28227	82315	57	101	10	38191	40537	11334	0.738511838711774	5.05279334889956e-05	0.000715686699717266
PA14_70560,PA14_70570	18	13	8	0	0	0	22	40	24	0	0	0	1.12025342370849	0.616151209276691	1
PA14_26560	12	5	8	28	17	49	15	21	40	101	50	68	0.420584041259348	0.290380605126308	1
PA14_54520,PA14_54540,PA14_54550,PA14_54570,PA14_54580	1	0	1	7	5	19	0	0	0	3	7	1	1.18143794926269	0.613390637356847	1
PA14_38710	2	8	3	0	0	0	7	10	7	0	0	0	1.04781424317308	0.726536279431973	1
PA14_31420	14	15	1	0	0	0	7	7	0	0	0	0	-0.810440901931347	0.899627692361751	1
PA14_00300,PA14_00310,PA14_00320	18	11	9	0	0	0	12	9	16	0	0	0	-0.0199297664546037	0.98702944407717	1
PA14_18040	0	0	0	11	11	8	0	0	0	8	8	22	-0.159593637305416	0.894969135373101	1
PA14_02050	0	0	0	14	8	3	0	0	0	17	32	5	-0.958089454730227	0.744444845697935	1
PA14_61470,PA14_61480	103	72	125	4	8	7	61	58	45	11	6	10	-1.35284165085161	0.00298300615252417	0.0261311338961117
PA14_11280	0	0	0	6	0	5	0	0	0	3	6	0	0.267875191130456	0.831396598309531	1
PA14_27960	38	32	26	52	83	83	13	22	25	25	39	33	0.51504819143145	0.0986161690838725	0.495167960108968
PA14_27740	8	3	3	0	0	0	0	0	7	0	0	0	-0.812914447399505	0.89297929125467	1
PA14_32420	54	50	33	25	6	30	60	37	65	9	3	1	2.43361833103727	8.00432038187415e-09	1.98159131540832e-07
PA14_68350	3	1	4	42	16	37	0	1	1	7	27	4	0.538626805415516	0.926645621435663	1
PA14_70810	0	0	0	10	5	8	0	0	0	14	16	6	-0.546133300802787	0.995019159604124	1
PA14_28250	32	26	17	86	62	64	9	6	21	37	23	26	0.22118745219115	0.606582407576595	1
PA14_08760,PA14_08780	1027	919	787	21	12	54	1220	1141	1512	24	28	8	1.02595427196582	8.78475313963425e-06	0.000141300520839202
PA14_54170	84	70	50	42	41	28	45	70	14	73	46	13	-0.915703393579709	0.000310353813642888	0.0035062591565131
PA14_19500,PA14_19510,PA14_19520	1	4	2	0	0	0	0	4	1	0	0	0	-0.304854581528421	0.851268623688206	1
PA14_45430,PA14_45440,PA14_45450,PA14_45460	0	0	0	6	5	0	0	0	0	3	2	0	0.858823937039306	0.920829167391045	1
PA14_39620,PA14_39630,PA14_39640,PA14_39650	0	1	0	4	1	2	0	0	0	13	13	48	-2.95763251393301	0.0506274362690354	0.295361293151524
PA14_20690	19	13	15	0	0	0	10	10	7	0	0	0	-0.793446172160325	0.83328676363925	1
PA14_49340	0	0	3	0	0	0	0	1	0	0	0	0	-0.584962500721156	0.741634031648461	1
PA14_71830,PA14_71840	11	8	7	0	0	0	7	5	15	0	0	0	-0.0717014653541888	0.953825252998847	1
PA14_43290	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PA14_38060,PA14_38080	0	0	0	5	6	2	0	0	0	5	5	0	0.352270956256217	0.805904126445993	1
PA14_21770,PA14_21780	33	23	23	0	0	0	14	26	20	0	0	0	-0.39948880455851	0.737283720561924	1
PA14_11910	0	0	0	22	19	29	0	0	0	12	6	3	1.75153839525348	0.310374130155626	1
